Модель,Серия,Год,Объем двигателя (л),Топливо,Привод,Мощность (л.с.),Пробег (км),КПП,Цена (₽),Ссылка
"BMW 5 серия 2.0 AT, 2018, 79 449 км",5-Series,2018,2.0,дизель,полный,190,79449,,3185000,https://www.avito.ru/chelyabinsk/avtomobili/bmw_5_seriya_2.0_at_2018_79_449_km_4558692730?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IkpQQ1FtbXJxaDBFOFFuS3AiO33Ytwz0JgAAAA
"BMW X5 3.0 AT, 2012, 201 000 км",X5,2012,3.0,бензин,полный,306,201000,,1750000,https://www.avito.ru/samara/avtomobili/bmw_x5_3.0_at_2012_201_000_km_4165085437?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IkpQQ1FtbXJxaDBFOFFuS3AiO33Ytwz0JgAAAA
"BMW 5 серия 2.0 AT, 2016, 169 500 км",5-Series,2016,2.0,дизель,задний,190,169500,,2600000,https://www.avito.ru/kazan/avtomobili/bmw_5_seriya_2.0_at_2016_169_500_km_7243931701?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IkpQQ1FtbXJxaDBFOFFuS3AiO33Ytwz0JgAAAA
"BMW X7 3.0 AT, 2022, 79 700 км",X7,2022,3.0,дизель,полный,249,79700,,9950000,https://www.avito.ru/moskva/avtomobili/bmw_x7_3.0_at_2022_79_700_km_7244502910?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IkpQQ1FtbXJxaDBFOFFuS3AiO33Ytwz0JgAAAA
"BMW X6 3.0 AT, 2010, 270 000 км",X6,2010,3.0,бензин,полный,306,270000,,1600000,https://www.avito.ru/gelendzhik/avtomobili/bmw_x6_3.0_at_2010_270_000_km_4783811145?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IkpQQ1FtbXJxaDBFOFFuS3AiO33Ytwz0JgAAAA
"BMW X5 3.0 AT, 2014, 215 000 км",X5,2014,3.0,дизель,полный,313,215000,,3490000,https://www.avito.ru/razvilka/avtomobili/bmw_x5_3.0_at_2014_215_000_km_7224191687?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IkpQQ1FtbXJxaDBFOFFuS3AiO33Ytwz0JgAAAA
"BMW X5 3.0 AT, 2016, 148 200 км",X5,2016,3.0,бензин,полный,306,148200,,3150000,https://www.avito.ru/chelyabinsk/avtomobili/bmw_x5_3.0_at_2016_148_200_km_4608904408?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IlVrQkFMajQ2WEZUbUhjQUQiO33_j2NIJgAAAA
"BMW X4 2.0 AT, 2018, 72 000 км",X4,2018,2.0,бензин,полный,184,72000,,3350000,https://www.avito.ru/moskva/avtomobili/bmw_x4_2.0_at_2018_72_000_km_7243569785?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IlVrQkFMajQ2WEZUbUhjQUQiO33_j2NIJgAAAA
"BMW X4 2.0 AT, 2020, 52 000 км",X4,2020,2.0,бензин,полный,252,52000,,5650000,https://www.avito.ru/sankt-peterburg/avtomobili/bmw_x4_2.0_at_2020_52_000_km_4531536128?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IlVrQkFMajQ2WEZUbUhjQUQiO33_j2NIJgAAAA
"BMW X5 3.0 AT, 2016, 103 000 км",X5,2016,3.0,дизель,полный,313,103000,,4750000,https://www.avito.ru/ufa/avtomobili/bmw_x5_3.0_at_2016_103_000_km_4717738609?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IlVrQkFMajQ2WEZUbUhjQUQiO33_j2NIJgAAAA
"BMW 1 серия 1.6 AT, 2011, 260 123 км",1-Series,2011,1.6,бензин,задний,115,260123,,620000,https://www.avito.ru/kazan/avtomobili/bmw_1_seriya_1.6_at_2011_260_123_km_4856409164?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IlVrQkFMajQ2WEZUbUhjQUQiO33_j2NIJgAAAA
"BMW X1 2.0 AT, 2011, 190 802 км",X1,2011,2.0,бензин,задний,150,190802,,1050000,https://www.avito.ru/moskva/avtomobili/bmw_x1_2.0_at_2011_190_802_km_7238541810?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IlVrQkFMajQ2WEZUbUhjQUQiO33_j2NIJgAAAA
"BMW 5 серия 2.0 AT, 2012, 155 000 км",5-Series,2012,2.0,дизель,полный,218,155000,,1950000,https://www.avito.ru/stavropol/avtomobili/bmw_5_seriya_2.0_at_2012_155_000_km_4557008650?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IlVrQkFMajQ2WEZUbUhjQUQiO33_j2NIJgAAAA
"BMW 5 серия 2.0 AT, 2014, 138 255 км",5-Series,2014,2.0,бензин,задний,184,138255,,2350000,https://www.avito.ru/surgut/avtomobili/bmw_5_seriya_2.0_at_2014_138_255_km_7241612815?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IlVrQkFMajQ2WEZUbUhjQUQiO33_j2NIJgAAAA
"BMW 2 серия Gran Coupe 2.0 AT, 2020, 28 000 км",2-Series,2020,2.0,бензин,полный,231,28000,,2890000,https://www.avito.ru/nizhniy_novgorod/avtomobili/bmw_2_seriya_gran_coupe_2.0_at_2020_28_000_km_5121696292?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IlVrQkFMajQ2WEZUbUhjQUQiO33_j2NIJgAAAA
"BMW 5 серия 2.0 AT, 2024, 40 км",5-Series,2024,2.0,бензин,полный,258,40,,8400000,https://www.avito.ru/sankt-peterburg/avtomobili/bmw_5_seriya_2.0_at_2024_40_km_4850096295?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IlVrQkFMajQ2WEZUbUhjQUQiO33_j2NIJgAAAA
"BMW X5 3.0 AT, 2018, 98 000 км",X5,2018,3.0,бензин,полный,340,98000,,6390000,https://www.avito.ru/moskva/avtomobili/bmw_x5_3.0_at_2018_98_000_km_4890137319?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IlVrQkFMajQ2WEZUbUhjQUQiO33_j2NIJgAAAA
"BMW 5 серия 2.0 AT, 2016, 175 000 км",5-Series,2016,2.0,дизель,задний,190,175000,,2250000,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2.0_at_2016_175_000_km_3541583084?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IlVrQkFMajQ2WEZUbUhjQUQiO33_j2NIJgAAAA
"BMW X7 3.0 AT, 2021, 90 000 км",X7,2021,3.0,бензин,полный,340,90000,,5879999,https://www.avito.ru/minsk/avtomobili/bmw_x7_3.0_at_2021_90_000_km_4538195233?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IlVrQkFMajQ2WEZUbUhjQUQiO33_j2NIJgAAAA
"BMW X5 3.0 AT, 2020, 48 000 км",X5,2020,3.0,дизель,полный,249,48000,,8150000,https://www.avito.ru/chelyabinsk/avtomobili/bmw_x5_3.0_at_2020_48_000_km_7250388188?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IlVrQkFMajQ2WEZUbUhjQUQiO33_j2NIJgAAAA
"BMW X6 3.0 AT, 2015, 116 000 км",X6,2015,3.0,дизель,полный,249,116000,,3450000,https://www.avito.ru/magnitogorsk/avtomobili/bmw_x6_3.0_at_2015_116_000_km_7241187252?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IlVrQkFMajQ2WEZUbUhjQUQiO33_j2NIJgAAAA
"BMW 4 серия Gran Coupe 2.0 AT, 2022, 36 000 км",4-Series,2022,2.0,бензин,полный,258,36000,,5000000,https://www.avito.ru/minsk/avtomobili/bmw_4_seriya_gran_coupe_2.0_at_2022_36_000_km_4817551804?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IlVrQkFMajQ2WEZUbUhjQUQiO33_j2NIJgAAAA
"BMW X1 2.0 AT, 2014, 61 000 км",X1,2014,2.0,бензин,полный,184,61000,,1725000,https://www.avito.ru/dzerzhinsk/avtomobili/bmw_x1_2.0_at_2014_61_000_km_4759945518?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IlVrQkFMajQ2WEZUbUhjQUQiO33_j2NIJgAAAA
"BMW X3 2.0 AT, 2012, 219 980 км",X3,2012,2.0,дизель,полный,184,219980,,2050000,https://www.avito.ru/cheboksary/avtomobili/bmw_x3_2.0_at_2012_219_980_km_7207537671?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IlVrQkFMajQ2WEZUbUhjQUQiO33_j2NIJgAAAA
"BMW 6 серия 3.0 AT, 2013, 147 000 км",6-Series,2013,3.0,дизель,полный,313,147000,,2750000,https://www.avito.ru/elabuga/avtomobili/bmw_6_seriya_3.0_at_2013_147_000_km_7261013009?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IlVrQkFMajQ2WEZUbUhjQUQiO33_j2NIJgAAAA
"BMW 7 серия 3.0 AT, 2017, 415 000 км",7-Series,2017,3.0,дизель,полный,265,415000,,2450000,https://www.avito.ru/konakovo/avtomobili/bmw_7_seriya_3.0_at_2017_415_000_km_4669818142?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IlVrQkFMajQ2WEZUbUhjQUQiO33_j2NIJgAAAA
"BMW X3 2.0 AT, 2024, 11 км",X3,2024,2.0,бензин,полный,184,11,,5750000,https://www.avito.ru/moskva/avtomobili/bmw_x3_2.0_at_2024_11_km_4707723417?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IlVrQkFMajQ2WEZUbUhjQUQiO33_j2NIJgAAAA
"BMW X5 3.0 AT, 2023, 17 500 км",X5,2023,3.0,дизель,полный,352,17500,,13600000,https://www.avito.ru/temryuk/avtomobili/bmw_x5_3.0_at_2023_17_500_km_4582981884?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IlVrQkFMajQ2WEZUbUhjQUQiO33_j2NIJgAAAA
"BMW 5 серия 2.0 AT, 2021, 51 000 км",5-Series,2021,2.0,бензин,задний,184,51000,,5070000,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2.0_at_2021_51_000_km_7216446608?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IlVrQkFMajQ2WEZUbUhjQUQiO33_j2NIJgAAAA
"BMW X3 2.0 AT, 2016, 122 000 км",X3,2016,2.0,бензин,полный,245,122000,,2000000,https://www.avito.ru/barnaul/avtomobili/bmw_x3_2.0_at_2016_122_000_km_3382624470?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IlVrQkFMajQ2WEZUbUhjQUQiO33_j2NIJgAAAA
"BMW 6 серия GT 2.0 AT, 2022, 29 700 км",6-Series,2022,2.0,дизель,задний,190,29700,,5099000,https://www.avito.ru/moskva/avtomobili/bmw_6_seriya_gt_2.0_at_2022_29_700_km_7232053296?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IlVrQkFMajQ2WEZUbUhjQUQiO33_j2NIJgAAAA
"BMW X3 2.0 AT, 2019, 181 500 км",X3,2019,2.0,бензин,полный,249,181500,,3350000,https://www.avito.ru/smolensk/avtomobili/bmw_x3_2.0_at_2019_181_500_km_4668748052?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IlVrQkFMajQ2WEZUbUhjQUQiO33_j2NIJgAAAA
"BMW 3 серия 1.5 AT, 2016, 106 000 км",3-Series,2016,1.5,бензин,задний,136,106000,,1850000,https://www.avito.ru/almetevsk/avtomobili/bmw_3_seriya_1.5_at_2016_106_000_km_7252946336?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IlVrQkFMajQ2WEZUbUhjQUQiO33_j2NIJgAAAA
"BMW 7 серия 3.0 AT, 2014, 210 000 км",7-Series,2014,3.0,бензин,полный,320,210000,,2450000,https://www.avito.ru/eysk/avtomobili/bmw_7_seriya_3.0_at_2014_210_000_km_7259057259?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IlVrQkFMajQ2WEZUbUhjQUQiO33_j2NIJgAAAA
"BMW M6 4.4 AMT, 2014, 100 000 км",M6,2014,4.4,бензин,задний,560,100000,,5300000,https://www.avito.ru/hasavyurt/avtomobili/bmw_m6_4.4_amt_2014_100_000_km_7230841946?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IlVrQkFMajQ2WEZUbUhjQUQiO33_j2NIJgAAAA
"BMW 3 серия 2.0 AT, 2016, 106 500 км",3-Series,2016,2.0,дизель,полный,190,106500,,2690000,https://www.avito.ru/moskva/avtomobili/bmw_3_seriya_2.0_at_2016_106_500_km_7214009139?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IlVrQkFMajQ2WEZUbUhjQUQiO33_j2NIJgAAAA
"BMW 3 серия 3.0 AT, 2012, 199 000 км",3-Series,2012,3.0,бензин,задний,306,199000,,2650000,https://www.avito.ru/astrahan/avtomobili/bmw_3_seriya_3.0_at_2012_199_000_km_4520636192?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IlVrQkFMajQ2WEZUbUhjQUQiO33_j2NIJgAAAA
"BMW 1 серия 1.6 AT, 2015, 169 000 км",1-Series,2015,1.6,бензин,задний,177,169000,,1650000,https://www.avito.ru/krasnodar/avtomobili/bmw_1_seriya_1.6_at_2015_169_000_km_4507758780?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IlVrQkFMajQ2WEZUbUhjQUQiO33_j2NIJgAAAA
"BMW X6 3.0 AT, 2016, 72 000 км",X6,2016,3.0,дизель,полный,313,72000,,4700000,https://www.avito.ru/sankt-peterburg/avtomobili/bmw_x6_3.0_at_2016_72_000_km_4524502545?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IlVrQkFMajQ2WEZUbUhjQUQiO33_j2NIJgAAAA
"BMW 5 серия 2.0 AT, 2020, 39 000 км",5-Series,2020,2.0,бензин,полный,249,39000,,5200000,https://www.avito.ru/kislovodsk/avtomobili/bmw_5_seriya_2.0_at_2020_39_000_km_4643275017?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IlVrQkFMajQ2WEZUbUhjQUQiO33_j2NIJgAAAA
"BMW X5 3.0 AT, 2011, 294 000 км",X5,2011,3.0,бензин,полный,306,294000,,1400000,https://www.avito.ru/tver/avtomobili/bmw_x5_3.0_at_2011_294_000_km_7240433751?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IlVrQkFMajQ2WEZUbUhjQUQiO33_j2NIJgAAAA
"BMW X3 2.0 AT, 2019, 125 700 км",X3,2019,2.0,дизель,полный,190,125700,,3760000,https://www.avito.ru/moskva/avtomobili/bmw_x3_2.0_at_2019_125_700_km_4264357648?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IlVrQkFMajQ2WEZUbUhjQUQiO33_j2NIJgAAAA
"BMW X5 3.0 AT, 2023, 59 000 км",X5,2023,3.0,бензин,полный,381,59000,,7660000,https://www.avito.ru/minsk/avtomobili/bmw_x5_3.0_at_2023_59_000_km_4750367062?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IlVrQkFMajQ2WEZUbUhjQUQiO33_j2NIJgAAAA
"BMW X6 M 4.4 AT, 2018, 121 500 км",X6,2018,4.4,бензин,полный,575,121500,,4600000,https://www.avito.ru/sankt-peterburg/avtomobili/bmw_x6_m_4.4_at_2018_121_500_km_7260747207?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IlVrQkFMajQ2WEZUbUhjQUQiO33_j2NIJgAAAA
"BMW 3 серия 2.0 AT, 2017, 172 000 км",3-Series,2017,2.0,бензин,полный,184,172000,,2210000,https://www.avito.ru/izhevsk/avtomobili/bmw_3_seriya_2.0_at_2017_172_000_km_4502348522?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IlVrQkFMajQ2WEZUbUhjQUQiO33_j2NIJgAAAA
"BMW 3 серия 2.0 AT, 2011, 153 000 км",3-Series,2011,2.0,бензин,задний,136,153000,,1150000,https://www.avito.ru/ekaterinburg/avtomobili/bmw_3_seriya_2.0_at_2011_153_000_km_4331222009?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IlVrQkFMajQ2WEZUbUhjQUQiO33_j2NIJgAAAA
"BMW 3 серия 2.0 AT, 2012, 150 000 км",3-Series,2012,2.0,бензин,задний,245,150000,,2000000,https://www.avito.ru/stavropol/avtomobili/bmw_3_seriya_2.0_at_2012_150_000_km_7247088975?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IlVrQkFMajQ2WEZUbUhjQUQiO33_j2NIJgAAAA
"BMW 4 серия Gran Coupe 2.0 AT, 2017, 77 000 км",4-Series,2017,2.0,дизель,задний,150,77000,,2550000,https://www.avito.ru/moskva/avtomobili/bmw_4_seriya_gran_coupe_2.0_at_2017_77_000_km_7246571214?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IlVrQkFMajQ2WEZUbUhjQUQiO33_j2NIJgAAAA
"BMW 3 серия 1.6 AT, 2013, 205 000 км",3-Series,2013,1.6,бензин,задний,136,205000,,1340000,https://www.avito.ru/kaluga/avtomobili/bmw_3_seriya_1.6_at_2013_205_000_km_7227966781?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IlVrQkFMajQ2WEZUbUhjQUQiO33_j2NIJgAAAA
"BMW 3 серия 1.5 AT, 2017, 141 500 км",3-Series,2017,1.5,бензин,задний,136,141500,,1950000,https://www.avito.ru/derbent/avtomobili/bmw_3_seriya_1.5_at_2017_141_500_km_7241749843?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IlVrQkFMajQ2WEZUbUhjQUQiO33_j2NIJgAAAA
"BMW 5 серия 2.0 AT, 2012, 180 000 км",5-Series,2012,2.0,бензин,полный,245,180000,,1880000,https://www.avito.ru/derbent/avtomobili/bmw_5_seriya_2.0_at_2012_180_000_km_4628475175?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IlVrQkFMajQ2WEZUbUhjQUQiO33_j2NIJgAAAA
"BMW X3 2.0 AT, 2017, 86 500 км",X3,2017,2.0,дизель,полный,190,86500,,3180000,https://www.avito.ru/moskva/avtomobili/bmw_x3_2.0_at_2017_86_500_km_4527983464?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IlVrQkFMajQ2WEZUbUhjQUQiO33_j2NIJgAAAA
"BMW 5 серия 2.0 AT, 2013, 201 898 км",5-Series,2013,2.0,бензин,задний,184,201898,,1570000,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2.0_at_2013_201_898_km_4404708222?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IlVrQkFMajQ2WEZUbUhjQUQiO33_j2NIJgAAAA
"BMW 7 серия 3.0 AT, 2020, 72 000 км",7-Series,2020,3.0,бензин,задний,340,72000,,7600000,https://www.avito.ru/groznyy/avtomobili/bmw_7_seriya_3.0_at_2020_72_000_km_3957251504?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IlVrQkFMajQ2WEZUbUhjQUQiO33_j2NIJgAAAA
"BMW 5 серия 2.5 AT, 2011, 188 400 км",5-Series,2011,2.5,бензин,задний,204,188400,,1690000,https://www.avito.ru/saransk/avtomobili/bmw_5_seriya_2.5_at_2011_188_400_km_4806253480?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IlprRGNmZDNyQ2NXTUlFTEQiO31ekFo9JgAAAA
"BMW 3 серия 2.0 AT, 2016, 124 000 км",3-Series,2016,2.0,бензин,полный,184,124000,,2550000,https://www.avito.ru/magnitogorsk/avtomobili/bmw_3_seriya_2.0_at_2016_124_000_km_4855790652?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IlprRGNmZDNyQ2NXTUlFTEQiO31ekFo9JgAAAA
"BMW 3 серия 2.0 AT, 2017, 105 000 км",3-Series,2017,2.0,бензин,полный,252,105000,,2960000,https://www.avito.ru/abakan/avtomobili/bmw_3_seriya_2.0_at_2017_105_000_km_4593234553?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IlprRGNmZDNyQ2NXTUlFTEQiO31ekFo9JgAAAA
"BMW X6 3.0 AT, 2011, 143 925 км",X6,2011,3.0,дизель,полный,245,143925,,2555000,https://www.avito.ru/moskva/avtomobili/bmw_x6_3.0_at_2011_143_925_km_7233398644?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IlprRGNmZDNyQ2NXTUlFTEQiO31ekFo9JgAAAA
"BMW 3 серия 2.0 AT, 2010, 231 000 км",3-Series,2010,2.0,дизель,задний,143,231000,,1310000,https://www.avito.ru/bryansk/avtomobili/bmw_3_seriya_2.0_at_2010_231_000_km_7215153929?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IlprRGNmZDNyQ2NXTUlFTEQiO31ekFo9JgAAAA
"BMW 3 серия 2.0 AT, 2019, 134 000 км",3-Series,2019,2.0,дизель,полный,190,134000,,3650000,https://www.avito.ru/moskva/avtomobili/bmw_3_seriya_2.0_at_2019_134_000_km_7231752362?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IlprRGNmZDNyQ2NXTUlFTEQiO31ekFo9JgAAAA
"BMW X5 3.0 AT, 2013, 170 000 км",X5,2013,3.0,бензин,полный,306,170000,,2500000,https://www.avito.ru/moskva/avtomobili/bmw_x5_3.0_at_2013_170_000_km_7201946817?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IlprRGNmZDNyQ2NXTUlFTEQiO31ekFo9JgAAAA
"BMW X3 2.0 AT, 2015, 170 000 км",X3,2015,2.0,дизель,полный,190,170000,,1890000,https://www.avito.ru/kazan/avtomobili/bmw_x3_2.0_at_2015_170_000_km_4756236286?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IlprRGNmZDNyQ2NXTUlFTEQiO31ekFo9JgAAAA
"BMW X1 2.0 AT, 2013, 155 179 км",X1,2013,2.0,дизель,полный,184,155179,,1550000,https://www.avito.ru/sarov/avtomobili/bmw_x1_2.0_at_2013_155_179_km_7211399911?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IlprRGNmZDNyQ2NXTUlFTEQiO31ekFo9JgAAAA
"BMW 3 серия 2.0 AT, 2017, 129 900 км",3-Series,2017,2.0,бензин,полный,252,129900,,2550000,https://www.avito.ru/moskva/avtomobili/bmw_3_seriya_2.0_at_2017_129_900_km_2971545545?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IlprRGNmZDNyQ2NXTUlFTEQiO31ekFo9JgAAAA
"BMW 5 серия 3.0 AT, 2011, 270 000 км",5-Series,2011,3.0,дизель,полный,258,270000,,1800000,https://www.avito.ru/tyumen/avtomobili/bmw_5_seriya_3.0_at_2011_270_000_km_3728798439?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IlprRGNmZDNyQ2NXTUlFTEQiO31ekFo9JgAAAA
"BMW X4 2.0 AT, 2020, 69 000 км",X4,2020,2.0,бензин,полный,184,69000,,4500000,https://www.avito.ru/sankt-peterburg/avtomobili/bmw_x4_2.0_at_2020_69_000_km_4749594197?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IlprRGNmZDNyQ2NXTUlFTEQiO31ekFo9JgAAAA
"BMW X5 3.0 AT, 2019, 72 500 км",X5,2019,3.0,бензин,полный,340,72500,,6590000,https://www.avito.ru/himki/avtomobili/bmw_x5_3.0_at_2019_72_500_km_4741806901?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IlprRGNmZDNyQ2NXTUlFTEQiO31ekFo9JgAAAA
"BMW 3 серия 2.0 AT, 2018, 94 000 км",3-Series,2018,2.0,бензин,задний,184,94000,,1950000,https://www.avito.ru/moskva/avtomobili/bmw_3_seriya_2.0_at_2018_94_000_km_3648072161?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IlprRGNmZDNyQ2NXTUlFTEQiO31ekFo9JgAAAA
"BMW X3 2.0 AT, 2024, 2 500 км",X3,2024,2.0,дизель,полный,197,2500,,9600000,https://www.avito.ru/himki/avtomobili/bmw_x3_2.0_at_2024_2_500_km_7251821715?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IlprRGNmZDNyQ2NXTUlFTEQiO31ekFo9JgAAAA
"BMW 1 серия 1.6 AT, 2012, 287 000 км",1-Series,2012,1.6,бензин,задний,136,287000,,980000,https://www.avito.ru/shumiha/avtomobili/bmw_1_seriya_1.6_at_2012_287_000_km_7243828417?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IlprRGNmZDNyQ2NXTUlFTEQiO31ekFo9JgAAAA
"BMW 5 серия 2.0 AT, 2019, 140 000 км",5-Series,2019,2.0,дизель,полный,190,140000,,3500000,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2.0_at_2019_140_000_km_4543846043?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IlprRGNmZDNyQ2NXTUlFTEQiO31ekFo9JgAAAA
"BMW X5 3.0 AT, 2018, 15 007 км",X5,2018,3.0,дизель,полный,249,15007,,7850000,https://www.avito.ru/krasnodar/avtomobili/bmw_x5_3.0_at_2018_15_007_km_3423000468?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IlprRGNmZDNyQ2NXTUlFTEQiO31ekFo9JgAAAA
"BMW X6 M 4.4 AT, 2016, 125 086 км",X6,2016,4.4,бензин,полный,575,125086,,6000000,https://www.avito.ru/zelenchukskaya/avtomobili/bmw_x6_m_4.4_at_2016_125_086_km_4103878641?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IlprRGNmZDNyQ2NXTUlFTEQiO31ekFo9JgAAAA
"BMW X6 3.0 AT, 2013, 220 000 км",X6,2013,3.0,дизель,полный,245,220000,,2363000,https://www.avito.ru/sankt-peterburg/avtomobili/bmw_x6_3.0_at_2013_220_000_km_4350603252?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IlprRGNmZDNyQ2NXTUlFTEQiO31ekFo9JgAAAA
"BMW X1 2.0 AT, 2011, 207 000 км",X1,2011,2.0,бензин,задний,150,207000,,1000000,https://www.avito.ru/ivanovo/avtomobili/bmw_x1_2.0_at_2011_207_000_km_4266368102?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IlprRGNmZDNyQ2NXTUlFTEQiO31ekFo9JgAAAA
